timestamp,assembly,sensor,value
2005-09-22T10:25:08+00:00,GasTurbine2103/01,TC260,55.7
2005-09-22T10:25:09+00:00,GasTurbine2103/01,TC255,62.299
2005-09-22T10:25:09+00:00,GasTurbine2103/01,TC256,50.599
2005-09-22T10:25:09+00:00,GasTurbine2103/01,TC257,59
2005-09-22T10:25:09+00:00,GasTurbine2103/01,TC258,57.599
2005-09-22T10:25:09+00:00,GasTurbine2103/01,TC259,56.599
2005-09-22T10:25:09+00:00,GasTurbine2103/01,TC260,55.7
2005-09-22T10:25:10+00:00,GasTurbine2103/01,TC255,61.5
2005-09-22T10:25:10+00:00,GasTurbine2103/01,TC256,50.099
2005-09-22T10:25:10+00:00,GasTurbine2103/01,TC257,58.299
2005-09-22T10:25:10+00:00,GasTurbine2103/01,TC258,56.799
2005-09-22T10:25:10+00:00,GasTurbine2103/01,TC259,55.9
2005-09-22T10:25:10+00:00,GasTurbine2103/01,TC260,55.7
2005-09-22T10:25:11+00:00,GasTurbine2103/01,TC255,60.799
2005-09-22T10:25:11+00:00,GasTurbine2103/01,TC256,49.599
2005-09-22T10:25:11+00:00,GasTurbine2103/01,TC257,57.599
2005-09-22T10:25:11+00:00,GasTurbine2103/01,TC258,56.099
2005-09-22T10:25:11+00:00,GasTurbine2103/01,TC259,55.2
2005-09-22T10:25:11+00:00,GasTurbine2103/01,TC260,56.4
2005-09-22T10:25:12+00:00,GasTurbine2103/01,TC255,60.2
2005-09-22T10:25:12+00:00,GasTurbine2103/01,TC256,49.099
2005-09-22T10:25:12+00:00,GasTurbine2103/01,TC257,56.799
2005-09-22T10:25:12+00:00,GasTurbine2103/01,TC258,55.4
2005-09-22T10:25:12+00:00,GasTurbine2103/01,TC259,54.4
2005-09-22T10:25:12+00:00,GasTurbine2103/01,TC260,57.099
2005-09-22T10:25:13+00:00,GasTurbine2103/01,TC255,59.4
2005-09-22T10:25:13+00:00,GasTurbine2103/01,TC256,48.5
2005-09-22T10:25:13+00:00,GasTurbine2103/01,TC257,56.099
2005-09-22T10:25:13+00:00,GasTurbine2103/01,TC258,54.799
2005-09-22T10:25:13+00:00,GasTurbine2103/01,TC259,53.799
2005-09-22T10:25:13+00:00,GasTurbine2103/01,TC260,57.7
2005-09-22T10:25:14+00:00,GasTurbine2103/01,TC255,58.7
2005-09-22T10:25:14+00:00,GasTurbine2103/01,TC256,48.2
2005-09-22T10:25:14+00:00,GasTurbine2103/01,TC257,55.5
2005-09-22T10:25:14+00:00,GasTurbine2103/01,TC258,54.2
2005-09-22T10:25:14+00:00,GasTurbine2103/01,TC259,53.099
2005-09-22T10:25:14+00:00,GasTurbine2103/01,TC260,58.299
2005-09-22T10:25:15+00:00,GasTurbine2103/01,TC255,58.099
2005-09-22T10:25:15+00:00,GasTurbine2103/01,TC256,47.599
2005-09-22T10:25:15+00:00,GasTurbine2103/01,TC257,54.799
2005-09-22T10:25:15+00:00,GasTurbine2103/01,TC258,53.599
2005-09-22T10:25:15+00:00,GasTurbine2103/01,TC259,52.599
2005-09-22T10:25:15+00:00,GasTurbine2103/01,TC260,58.9
2005-09-22T10:25:16+00:00,GasTurbine2103/01,TC255,57.5
2005-09-22T10:25:16+00:00,GasTurbine2103/01,TC256,47.299
2005-09-22T10:25:16+00:00,GasTurbine2103/01,TC257,54.299
2005-09-22T10:25:16+00:00,GasTurbine2103/01,TC258,53.099
2005-09-22T10:25:16+00:00,GasTurbine2103/01,TC259,51.9
2005-09-22T10:25:16+00:00,GasTurbine2103/01,TC260,59.4
2005-09-22T10:25:17+00:00,GasTurbine2103/01,TC255,56.9
2005-09-22T10:25:17+00:00,GasTurbine2103/01,TC256,46.9
2005-09-22T10:25:17+00:00,GasTurbine2103/01,TC257,53.7
2005-09-22T10:25:17+00:00,GasTurbine2103/01,TC258,52.5
2005-09-22T10:25:17+00:00,GasTurbine2103/01,TC259,51.4
2005-09-22T10:25:17+00:00,GasTurbine2103/01,TC260,59.9
2005-09-22T10:25:18+00:00,GasTurbine2103/01,TC255,56.2
2005-09-22T10:25:18+00:00,GasTurbine2103/01,TC256,46.5
2005-09-22T10:25:18+00:00,GasTurbine2103/01,TC257,53.2
2005-09-22T10:25:18+00:00,GasTurbine2103/01,TC258,51.9
2005-09-22T10:25:18+00:00,GasTurbine2103/01,TC259,50.9
2005-09-22T10:25:18+00:00,GasTurbine2103/01,TC260,60.299
2005-09-22T10:25:19+00:00,GasTurbine2103/01,TC255,55.799
2005-09-22T10:25:19+00:00,GasTurbine2103/01,TC256,46.2
2005-09-22T10:25:19+00:00,GasTurbine2103/01,TC257,52.599
2005-09-22T10:25:19+00:00,GasTurbine2103/01,TC258,51.4
2005-09-22T10:25:19+00:00,GasTurbine2103/01,TC259,50.4
2005-09-22T10:25:19+00:00,GasTurbine2103/01,TC260,60.799
2005-09-22T10:25:20+00:00,GasTurbine2103/01,TC255,55.2
2005-09-22T10:25:20+00:00,GasTurbine2103/01,TC256,45.9
2005-09-22T10:25:20+00:00,GasTurbine2103/01,TC257,52.099
2005-09-22T10:25:20+00:00,GasTurbine2103/01,TC258,50.9
2005-09-22T10:25:20+00:00,GasTurbine2103/01,TC259,50
2005-09-22T10:25:20+00:00,GasTurbine2103/01,TC260,61.2
2005-09-22T10:25:21+00:00,GasTurbine2103/01,TC255,54.7
2005-09-22T10:25:21+00:00,GasTurbine2103/01,TC256,45.5
2005-09-22T10:25:21+00:00,GasTurbine2103/01,TC257,51.7
2005-09-22T10:25:21+00:00,GasTurbine2103/01,TC258,50.5
2005-09-22T10:25:21+00:00,GasTurbine2103/01,TC259,49.4
2005-09-22T10:25:21+00:00,GasTurbine2103/01,TC260,61.599
2005-09-22T10:25:22+00:00,GasTurbine2103/01,TC255,54.099
2005-09-22T10:25:22+00:00,GasTurbine2103/01,TC256,45.2
2005-09-22T10:25:22+00:00,GasTurbine2103/01,TC257,51.2
2005-09-22T10:25:22+00:00,GasTurbine2103/01,TC258,50.2
2005-09-22T10:25:22+00:00,GasTurbine2103/01,TC259,49.099
2005-09-22T10:25:22+00:00,GasTurbine2103/01,TC260,62
2005-09-22T10:25:23+00:00,GasTurbine2103/01,TC255,53.7
2005-09-22T10:25:23+00:00,GasTurbine2103/01,TC256,44.9
2005-09-22T10:25:23+00:00,GasTurbine2103/01,TC257,50.7
2005-09-22T10:25:23+00:00,GasTurbine2103/01,TC258,49.599
2005-09-22T10:25:23+00:00,GasTurbine2103/01,TC259,48.599
2005-09-22T10:25:23+00:00,GasTurbine2103/01,TC260,62.299
2005-09-22T10:25:24+00:00,GasTurbine2103/01,TC255,53.2
2005-09-22T10:25:24+00:00,GasTurbine2103/01,TC256,44.599
2005-09-22T10:25:24+00:00,GasTurbine2103/01,TC257,50.299
2005-09-22T10:25:24+00:00,GasTurbine2103/01,TC258,49.2
2005-09-22T10:25:24+00:00,GasTurbine2103/01,TC259,48.2
2005-09-22T10:25:24+00:00,GasTurbine2103/01,TC260,62.7
2005-09-22T10:25:25+00:00,GasTurbine2103/01,TC255,52.799
2005-09-22T10:25:25+00:00,GasTurbine2103/01,TC256,44.4
2005-09-22T10:25:25+00:00,GasTurbine2103/01,TC257,49.9
2005-09-22T10:25:25+00:00,GasTurbine2103/01,TC258,48.9
2005-09-22T10:25:25+00:00,GasTurbine2103/01,TC259,47.799
2005-09-22T10:25:25+00:00,GasTurbine2103/01,TC260,63.099
2005-09-22T10:25:26+00:00,GasTurbine2103/01,TC255,52.299
2005-09-22T10:25:26+00:00,GasTurbine2103/01,TC256,44.2
2005-09-22T10:25:26+00:00,GasTurbine2103/01,TC257,49.4
2005-09-22T10:25:26+00:00,GasTurbine2103/01,TC258,48.4
2005-09-22T10:25:26+00:00,GasTurbine2103/01,TC259,47.4
2005-09-22T10:25:26+00:00,GasTurbine2103/01,TC260,63.4
2005-09-22T10:25:27+00:00,GasTurbine2103/01,TC255,51.799
2005-09-22T10:25:27+00:00,GasTurbine2103/01,TC256,43.9
2005-09-22T10:25:27+00:00,GasTurbine2103/01,TC257,49.099
2005-09-22T10:25:27+00:00,GasTurbine2103/01,TC258,48.099
2005-09-22T10:25:27+00:00,GasTurbine2103/01,TC259,47.099
2005-09-22T10:25:27+00:00,GasTurbine2103/01,TC260,63.799
2005-09-22T10:25:28+00:00,GasTurbine2103/01,TC255,51.5
2005-09-22T10:25:28+00:00,GasTurbine2103/01,TC256,43.7
2005-09-22T10:25:28+00:00,GasTurbine2103/01,TC257,48.7
2005-09-22T10:25:28+00:00,GasTurbine2103/01,TC258,47.799
2005-09-22T10:25:28+00:00,GasTurbine2103/01,TC259,46.799
2005-09-22T10:25:28+00:00,GasTurbine2103/01,TC260,64.099
2005-09-22T10:25:29+00:00,GasTurbine2103/01,TC255,51.2
2005-09-22T10:25:29+00:00,GasTurbine2103/01,TC256,43.599
2005-09-22T10:25:29+00:00,GasTurbine2103/01,TC257,48.299
2005-09-22T10:25:29+00:00,GasTurbine2103/01,TC258,47.4
2005-09-22T10:25:29+00:00,GasTurbine2103/01,TC259,46.5
2005-09-22T10:25:29+00:00,GasTurbine2103/01,TC260,64.4
2005-09-22T10:25:30+00:00,GasTurbine2103/01,TC255,50.799
2005-09-22T10:25:30+00:00,GasTurbine2103/01,TC256,43.299
2005-09-22T10:25:30+00:00,GasTurbine2103/01,TC257,48.099
2005-09-22T10:25:30+00:00,GasTurbine2103/01,TC258,47.2
2005-09-22T10:25:30+00:00,GasTurbine2103/01,TC259,46.2
2005-09-22T10:25:30+00:00,GasTurbine2103/01,TC260,64.699
2005-09-22T10:25:31+00:00,GasTurbine2103/01,TC255,50.4
2005-09-22T10:25:31+00:00,GasTurbine2103/01,TC256,43.2
2005-09-22T10:25:31+00:00,GasTurbine2103/01,TC257,47.7
2005-09-22T10:25:31+00:00,GasTurbine2103/01,TC258,46.799
2005-09-22T10:25:31+00:00,GasTurbine2103/01,TC259,45.9
2005-09-22T10:25:31+00:00,GasTurbine2103/01,TC260,65
2005-09-22T10:25:32+00:00,GasTurbine2103/01,TC255,50.2
2005-09-22T10:25:32+00:00,GasTurbine2103/01,TC256,42.9
2005-09-22T10:25:32+00:00,GasTurbine2103/01,TC257,47.4
2005-09-22T10:25:32+00:00,GasTurbine2103/01,TC258,46.599
2005-09-22T10:25:32+00:00,GasTurbine2103/01,TC259,45.7
2005-09-22T10:25:32+00:00,GasTurbine2103/01,TC260,65.199
2005-09-22T10:25:33+00:00,GasTurbine2103/01,TC255,49.799
2005-09-22T10:25:33+00:00,GasTurbine2103/01,TC256,42.799
2005-09-22T10:25:33+00:00,GasTurbine2103/01,TC257,47.099
2005-09-22T10:25:33+00:00,GasTurbine2103/01,TC258,46.2
2005-09-22T10:25:33+00:00,GasTurbine2103/01,TC259,45.4
2005-09-22T10:25:33+00:00,GasTurbine2103/01,TC260,65.5
2005-09-22T10:25:34+00:00,GasTurbine2103/01,TC255,49.5
2005-09-22T10:25:34+00:00,GasTurbine2103/01,TC256,42.5
2005-09-22T10:25:34+00:00,GasTurbine2103/01,TC257,46.799
2005-09-22T10:25:34+00:00,GasTurbine2103/01,TC258,45.9
2005-09-22T10:25:34+00:00,GasTurbine2103/01,TC259,45.099
2005-09-22T10:25:34+00:00,GasTurbine2103/01,TC260,65.8
2005-09-22T10:25:35+00:00,GasTurbine2103/01,TC255,49.2
2005-09-22T10:25:35+00:00,GasTurbine2103/01,TC256,42.4
2005-09-22T10:25:35+00:00,GasTurbine2103/01,TC257,46.5
2005-09-22T10:25:35+00:00,GasTurbine2103/01,TC258,45.7
2005-09-22T10:25:35+00:00,GasTurbine2103/01,TC259,44.799
2005-09-22T10:25:35+00:00,GasTurbine2103/01,TC260,66
2005-09-22T10:25:36+00:00,GasTurbine2103/01,TC255,49
2005-09-22T10:25:36+00:00,GasTurbine2103/01,TC256,42.2
2005-09-22T10:25:36+00:00,GasTurbine2103/01,TC257,46.299
2005-09-22T10:25:36+00:00,GasTurbine2103/01,TC258,45.5
2005-09-22T10:25:36+00:00,GasTurbine2103/01,TC259,44.7
2005-09-22T10:25:36+00:00,GasTurbine2103/01,TC260,66.3
2005-09-22T10:25:37+00:00,GasTurbine2103/01,TC255,48.599
2005-09-22T10:25:37+00:00,GasTurbine2103/01,TC256,42.2
2005-09-22T10:25:37+00:00,GasTurbine2103/01,TC257,46.099
2005-09-22T10:25:37+00:00,GasTurbine2103/01,TC258,45.2
2005-09-22T10:25:37+00:00,GasTurbine2103/01,TC259,44.5
2005-09-22T10:25:37+00:00,GasTurbine2103/01,TC260,66.5
2005-09-22T10:25:38+00:00,GasTurbine2103/01,TC255,48.299
2005-09-22T10:25:38+00:00,GasTurbine2103/01,TC256,41.9
2005-09-22T10:25:38+00:00,GasTurbine2103/01,TC257,45.799
2005-09-22T10:25:38+00:00,GasTurbine2103/01,TC258,45
2005-09-22T10:25:38+00:00,GasTurbine2103/01,TC259,44.2
2005-09-22T10:25:38+00:00,GasTurbine2103/01,TC260,66.699
2005-09-22T10:25:39+00:00,GasTurbine2103/01,TC255,48.099
2005-09-22T10:25:39+00:00,GasTurbine2103/01,TC256,41.9
2005-09-22T10:25:39+00:00,GasTurbine2103/01,TC257,45.599
2005-09-22T10:25:39+00:00,GasTurbine2103/01,TC258,44.799
2005-09-22T10:25:39+00:00,GasTurbine2103/01,TC259,44
2005-09-22T10:25:39+00:00,GasTurbine2103/01,TC260,67
2005-09-22T10:25:40+00:00,GasTurbine2103/01,TC255,47.9
2005-09-22T10:25:40+00:00,GasTurbine2103/01,TC256,41.7
2005-09-22T10:25:40+00:00,GasTurbine2103/01,TC257,45.299
2005-09-22T10:25:40+00:00,GasTurbine2103/01,TC258,44.5
2005-09-22T10:25:40+00:00,GasTurbine2103/01,TC259,43.9
2005-09-22T10:25:40+00:00,GasTurbine2103/01,TC260,67.099
2005-09-22T10:25:41+00:00,GasTurbine2103/01,TC255,47.599
2005-09-22T10:25:41+00:00,GasTurbine2103/01,TC256,41.599
2005-09-22T10:25:41+00:00,GasTurbine2103/01,TC257,45.2
2005-09-22T10:25:41+00:00,GasTurbine2103/01,TC258,44.299
2005-09-22T10:25:41+00:00,GasTurbine2103/01,TC259,43.599
2005-09-22T10:25:41+00:00,GasTurbine2103/01,TC260,67.4
2005-09-22T10:25:42+00:00,GasTurbine2103/01,TC255,47.299
2005-09-22T10:25:42+00:00,GasTurbine2103/01,TC256,41.4
2005-09-22T10:25:42+00:00,GasTurbine2103/01,TC257,44.9
2005-09-22T10:25:42+00:00,GasTurbine2103/01,TC258,44.099
2005-09-22T10:25:42+00:00,GasTurbine2103/01,TC259,43.5
2005-09-22T10:25:42+00:00,GasTurbine2103/01,TC260,67.599
2005-09-22T10:25:43+00:00,GasTurbine2103/01,TC255,47.099
2005-09-22T10:25:43+00:00,GasTurbine2103/01,TC256,41.299
2005-09-22T10:25:43+00:00,GasTurbine2103/01,TC257,44.7
2005-09-22T10:25:43+00:00,GasTurbine2103/01,TC258,43.9
2005-09-22T10:25:43+00:00,GasTurbine2103/01,TC259,43.2
2005-09-22T10:25:43+00:00,GasTurbine2103/01,TC260,67.699
2005-09-22T10:25:44+00:00,GasTurbine2103/01,TC255,46.799
2005-09-22T10:25:44+00:00,GasTurbine2103/01,TC256,41.299
2005-09-22T10:25:44+00:00,GasTurbine2103/01,TC257,44.5
2005-09-22T10:25:44+00:00,GasTurbine2103/01,TC258,43.7
2005-09-22T10:25:44+00:00,GasTurbine2103/01,TC259,43.099
2005-09-22T10:25:44+00:00,GasTurbine2103/01,TC260,67.9
2005-09-22T10:25:45+00:00,GasTurbine2103/01,TC255,46.7
2005-09-22T10:25:45+00:00,GasTurbine2103/01,TC256,41.099
2005-09-22T10:25:45+00:00,GasTurbine2103/01,TC257,44.299
2005-09-22T10:25:45+00:00,GasTurbine2103/01,TC258,43.599
2005-09-22T10:25:45+00:00,GasTurbine2103/01,TC259,42.9
2005-09-22T10:25:45+00:00,GasTurbine2103/01,TC260,60.4
2005-09-22T10:25:46+00:00,GasTurbine2103/01,TC255,46.5
2005-09-22T10:25:46+00:00,GasTurbine2103/01,TC256,41.099
2005-09-22T10:25:46+00:00,GasTurbine2103/01,TC257,44.2
2005-09-22T10:25:46+00:00,GasTurbine2103/01,TC258,43.4
2005-09-22T10:25:46+00:00,GasTurbine2103/01,TC259,42.799
2005-09-22T10:25:46+00:00,GasTurbine2103/01,TC260,59.7
2005-09-22T10:25:47+00:00,GasTurbine2103/01,TC255,46.2
2005-09-22T10:25:47+00:00,GasTurbine2103/01,TC256,40.9
2005-09-22T10:25:47+00:00,GasTurbine2103/01,TC257,43.9
2005-09-22T10:25:47+00:00,GasTurbine2103/01,TC258,43.2
2005-09-22T10:25:47+00:00,GasTurbine2103/01,TC259,42.599
2005-09-22T10:25:47+00:00,GasTurbine2103/01,TC260,59.099
2005-09-22T10:25:48+00:00,GasTurbine2103/01,TC255,46
2005-09-22T10:25:48+00:00,GasTurbine2103/01,TC256,40.799
2005-09-22T10:25:48+00:00,GasTurbine2103/01,TC257,43.799
2005-09-22T10:25:48+00:00,GasTurbine2103/01,TC258,43.099
2005-09-22T10:25:48+00:00,GasTurbine2103/01,TC259,42.4
2005-09-22T10:25:48+00:00,GasTurbine2103/01,TC260,58.599
2005-09-22T10:25:49+00:00,GasTurbine2103/01,TC255,45.9
2005-09-22T10:25:49+00:00,GasTurbine2103/01,TC256,40.7
2005-09-22T10:25:49+00:00,GasTurbine2103/01,TC257,43.599
2005-09-22T10:25:49+00:00,GasTurbine2103/01,TC258,43
2005-09-22T10:25:49+00:00,GasTurbine2103/01,TC259,42.299
2005-09-22T10:25:49+00:00,GasTurbine2103/01,TC260,58.299
2005-09-22T10:25:50+00:00,GasTurbine2103/01,TC255,45.7
2005-09-22T10:25:50+00:00,GasTurbine2103/01,TC256,40.599
2005-09-22T10:25:50+00:00,GasTurbine2103/01,TC257,43.4
2005-09-22T10:25:50+00:00,GasTurbine2103/01,TC258,42.799
2005-09-22T10:25:50+00:00,GasTurbine2103/01,TC259,42.2
2005-09-22T10:25:50+00:00,GasTurbine2103/01,TC260,58
2005-09-22T10:25:51+00:00,GasTurbine2103/01,TC255,45.4
2005-09-22T10:25:51+00:00,GasTurbine2103/01,TC256,40.599
2005-09-22T10:25:51+00:00,GasTurbine2103/01,TC257,43.299
2005-09-22T10:25:51+00:00,GasTurbine2103/01,TC258,42.599
2005-09-22T10:25:51+00:00,GasTurbine2103/01,TC259,42
2005-09-22T10:25:51+00:00,GasTurbine2103/01,TC260,57.9
2005-09-22T10:25:52+00:00,GasTurbine2103/01,TC255,45.299
2005-09-22T10:25:52+00:00,GasTurbine2103/01,TC256,40.5
2005-09-22T10:25:52+00:00,GasTurbine2103/01,TC257,43.2
2005-09-22T10:25:52+00:00,GasTurbine2103/01,TC258,42.599
2005-09-22T10:25:52+00:00,GasTurbine2103/01,TC259,41.9
2005-09-22T10:25:52+00:00,GasTurbine2103/01,TC260,57.799
2005-09-22T10:25:53+00:00,GasTurbine2103/01,TC255,45.099
2005-09-22T10:25:53+00:00,GasTurbine2103/01,TC256,40.4
2005-09-22T10:25:53+00:00,GasTurbine2103/01,TC257,43
2005-09-22T10:25:53+00:00,GasTurbine2103/01,TC258,42.299
2005-09-22T10:25:53+00:00,GasTurbine2103/01,TC259,41.799
2005-09-22T10:25:53+00:00,GasTurbine2103/01,TC260,57.799
2005-09-22T10:25:54+00:00,GasTurbine2103/01,TC255,44.9
2005-09-22T10:25:54+00:00,GasTurbine2103/01,TC256,40.299
2005-09-22T10:25:54+00:00,GasTurbine2103/01,TC257,42.9
2005-09-22T10:25:54+00:00,GasTurbine2103/01,TC258,42.2
2005-09-22T10:25:54+00:00,GasTurbine2103/01,TC259,41.599
2005-09-22T10:25:54+00:00,GasTurbine2103/01,TC260,57.799
2005-09-22T10:25:55+00:00,GasTurbine2103/01,TC255,44.799
2005-09-22T10:25:55+00:00,GasTurbine2103/01,TC256,40.2
2005-09-22T10:25:55+00:00,GasTurbine2103/01,TC257,42.7
2005-09-22T10:25:55+00:00,GasTurbine2103/01,TC258,42.099
2005-09-22T10:25:55+00:00,GasTurbine2103/01,TC259,41.5
2005-09-22T10:25:55+00:00,GasTurbine2103/01,TC260,57.9
2005-09-22T10:25:56+00:00,GasTurbine2103/01,TC255,44.599
2005-09-22T10:25:56+00:00,GasTurbine2103/01,TC256,40.099
2005-09-22T10:25:56+00:00,GasTurbine2103/01,TC257,42.7
2005-09-22T10:25:56+00:00,GasTurbine2103/01,TC258,42
2005-09-22T10:25:56+00:00,GasTurbine2103/01,TC259,41.4
2005-09-22T10:25:56+00:00,GasTurbine2103/01,TC260,58.5
2005-09-22T10:25:57+00:00,GasTurbine2103/01,TC255,44.4
2005-09-22T10:25:57+00:00,GasTurbine2103/01,TC256,40
2005-09-22T10:25:57+00:00,GasTurbine2103/01,TC257,42.5
2005-09-22T10:25:57+00:00,GasTurbine2103/01,TC258,41.9
2005-09-22T10:25:57+00:00,GasTurbine2103/01,TC259,41.299
2005-09-22T10:25:57+00:00,GasTurbine2103/01,TC260,59
2005-09-22T10:25:58+00:00,GasTurbine2103/01,TC255,44.4
2005-09-22T10:25:58+00:00,GasTurbine2103/01,TC256,40.2
2005-09-22T10:25:58+00:00,GasTurbine2103/01,TC257,42.799
2005-09-22T10:25:58+00:00,GasTurbine2103/01,TC258,42.099
2005-09-22T10:25:58+00:00,GasTurbine2103/01,TC259,41.4
2005-09-22T10:25:58+00:00,GasTurbine2103/01,TC260,59.5
2005-09-22T10:25:59+00:00,GasTurbine2103/01,TC255,44.799
2005-09-22T10:25:59+00:00,GasTurbine2103/01,TC256,40.299
2005-09-22T10:25:59+00:00,GasTurbine2103/01,TC257,42.9
2005-09-22T10:25:59+00:00,GasTurbine2103/01,TC258,42.299
2005-09-22T10:25:59+00:00,GasTurbine2103/01,TC259,41.5
2005-09-22T10:25:59+00:00,GasTurbine2103/01,TC260,59.9
2005-09-22T10:26:00+00:00,GasTurbine2103/01,TC255,44.9
2005-09-22T10:26:00+00:00,GasTurbine2103/01,TC256,40.4
2005-09-22T10:26:00+00:00,GasTurbine2103/01,TC257,43.099
2005-09-22T10:26:00+00:00,GasTurbine2103/01,TC258,42.599
2005-09-22T10:26:00+00:00,GasTurbine2103/01,TC259,41.7
2005-09-22T10:26:00+00:00,GasTurbine2103/01,TC260,60.4
2005-09-22T10:26:01+00:00,GasTurbine2103/01,TC255,45.099
2005-09-22T10:26:01+00:00,GasTurbine2103/01,TC256,40.5
2005-09-22T10:26:01+00:00,GasTurbine2103/01,TC257,43.299
2005-09-22T10:26:01+00:00,GasTurbine2103/01,TC258,42.799
2005-09-22T10:26:01+00:00,GasTurbine2103/01,TC259,41.9
2005-09-22T10:26:01+00:00,GasTurbine2103/01,TC260,60.7
2005-09-22T10:26:02+00:00,GasTurbine2103/01,TC255,45.299
2005-09-22T10:26:02+00:00,GasTurbine2103/01,TC256,40.5
2005-09-22T10:26:02+00:00,GasTurbine2103/01,TC257,43.599
2005-09-22T10:26:02+00:00,GasTurbine2103/01,TC258,43
2005-09-22T10:26:02+00:00,GasTurbine2103/01,TC259,41.9
2005-09-22T10:26:02+00:00,GasTurbine2103/01,TC260,61.099
2005-09-22T10:26:03+00:00,GasTurbine2103/01,TC255,45.4
2005-09-22T10:26:03+00:00,GasTurbine2103/01,TC256,40.7
2005-09-22T10:26:03+00:00,GasTurbine2103/01,TC257,43.599
2005-09-22T10:26:03+00:00,GasTurbine2103/01,TC258,43.099
2005-09-22T10:26:03+00:00,GasTurbine2103/01,TC259,42.099
2005-09-22T10:26:03+00:00,GasTurbine2103/01,TC260,61.4
2005-09-22T10:26:04+00:00,GasTurbine2103/01,TC255,45.599
2005-09-22T10:26:04+00:00,GasTurbine2103/01,TC256,40.799
2005-09-22T10:26:04+00:00,GasTurbine2103/01,TC257,43.7
2005-09-22T10:26:04+00:00,GasTurbine2103/01,TC258,43.299
2005-09-22T10:26:04+00:00,GasTurbine2103/01,TC259,42.2
